schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,baplusavgall,unempavgall,snapavgall,locale,frpl,inc50avgall
Wilson Elementary School,4.10348E+11,4103480,Corvallis SD 509J,Elementary,15223.90599,427.5348837,0.32194978,0.55219686,0.063501358,0.11140576,Urban,0.54,45938
Cove Charter School,4.10354E+11,4103540,Cove SD 15,High,15584.28188,292.3310811,0.61163682,0.27126682,0.053773317,0.061173506,Rural,0.29,48965
Creslane Elementary School,4.10369E+11,4103690,Creswell SD 40,Elementary,11996.50049,621.9855939,0.073856838,0.19083178,0.071894974,0.16698733,Town,0.52,55528
Creswell High School,4.10369E+11,4103690,Creswell SD 40,High,14448.29036,354.4327853,0.073856838,0.19083178,0.071894974,0.16698733,Town,0.45,55528
Creswell Middle School,4.10369E+11,4103690,Creswell SD 40,Middle,13412.96892,289.0857988,0.073856838,0.19083178,0.071894974,0.16698733,Town,0.52,55528
Barnes Butte Elementary,4.10372E+11,4103720,Crook County SD,Elementary,7464.361754,631.5815573,-0.15517123,0.16207036,0.083413772,0.17020574,Town,0.64,45184
Crook County High School,4.10372E+11,4103720,Crook County SD,High,17543.47346,720.3169033,-0.15517123,0.16207036,0.083413772,0.17020574,Town,0.46,45184
Crook County Middle School,4.10372E+11,4103720,Crook County SD,Middle,14899.75154,608.2703594,-0.15517123,0.16207036,0.083413772,0.17020574,Town,0.55,45184
Crooked River Elementary School,4.10372E+11,4103720,Crook County SD,Elementary,13698.21278,600.8337376,-0.15517123,0.16207036,0.083413772,0.17020574,Town,0.62,45184
Pioneer Secondary Alternative High School,4.10372E+11,4103720,Crook County SD,High,22437.52993,53.7495245,-0.15517123,0.16207036,0.083413772,0.17020574,Town,0.97623869,45184
Powell Butte Community Charter School,4.10372E+11,4103720,Crook County SD,Middle,7633.391465,206.2819004,-0.15517123,0.16207036,0.083413772,0.17020574,Town,0.28,45184
Applegate Elementary School,4.10378E+11,4103780,Crow-Applegate-Lorane SD 66,Elementary,17633.31539,120.0685782,0.72234708,0.21687163,0.055482816,0.09485887,Rural,0.55,64969
Crow Middle/High School,4.10378E+11,4103780,Crow-Applegate-Lorane SD 66,High,21954.72797,121.3312569,0.72234708,0.21687163,0.055482816,0.09485887,Rural,0.41,64969
Culver Elementary School,4.10384E+11,4103840,Culver SD 4,Elementary,12292.78744,302.6444296,0.037799943,0.12495517,0.064901285,0.11484674,Rural,0.67,46171
Culver High School,4.10384E+11,4103840,Culver SD 4,High,16261.45088,201.4840481,0.037799943,0.12495517,0.064901285,0.11484674,Rural,0.5,46171
Culver Middle School,4.10384E+11,4103840,Culver SD 4,Middle,11679.24624,172.1317365,0.037799943,0.12495517,0.064901285,0.11484674,Rural,0.65,46171
Dallas Community Charter,4.10386E+11,4103860,Dallas SD 2,Middle,3121.596973,193.0848485,0.24204969,0.23482805,0.067008637,0.13994712,Town,0.004057406,55637
Dallas High School,4.10386E+11,4103860,Dallas SD 2,High,13553.3593,850.3286428,0.24204969,0.23482805,0.067008637,0.13994712,Town,0.33,55637
LaCreole Middle School,4.10386E+11,4103860,Dallas SD 2,Middle,10963.90502,685.8251248,0.24204969,0.23482805,0.067008637,0.13994712,Town,0.4,55637
Luckiamute Valley Charter School,4.10386E+11,4103860,Dallas SD 2,Middle,4918.510963,186.3456521,0.24204969,0.23482805,0.067008637,0.13994712,Town,0.29,55637
Lyle Elementary School,4.10386E+11,4103860,Dallas SD 2,Elementary,12029.99162,411.4804426,0.24204969,0.23482805,0.067008637,0.13994712,Town,0.39,55637
Oakdale Heights Elementary School,4.10386E+11,4103860,Dallas SD 2,Elementary,11982.60658,393.2139182,0.24204969,0.23482805,0.067008637,0.13994712,Town,0.36,55637
Whitworth Elementary School,4.10386E+11,4103860,Dallas SD 2,Elementary,11975.29473,425.9939394,0.24204969,0.23482805,0.067008637,0.13994712,Town,0.49,55637
Alice Ott Middle School,4.10394E+11,4103940,David Douglas SD 40,Middle,17726.90071,745.8859309,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.68,44470
Arthur Academy,4.10394E+11,4103940,David Douglas SD 40,Elementary,6701.713357,163.8923219,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.39,44470
Cherry Park Elementary School,4.10394E+11,4103940,David Douglas SD 40,Elementary,17390.87515,438.262513,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.66,44470
David Douglas High School,4.10394E+11,4103940,David Douglas SD 40,High,18029.90958,2866.08615,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.7,44470
Earl Boyles Elementary,4.10394E+11,4103940,David Douglas SD 40,Elementary,17236.19655,436.4360943,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.75,44470
Floyd Light Middle School,4.10394E+11,4103940,David Douglas SD 40,Middle,16562.51638,745.8017244,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.7,44470
Gilbert Heights Elementary School,4.10394E+11,4103940,David Douglas SD 40,Elementary,15281.17004,589.8365323,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.76,44470
Gilbert Park Elementary School,4.10394E+11,4103940,David Douglas SD 40,Elementary,15221.46308,590.6590562,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.74,44470
Lincoln Park Elementary School,4.10394E+11,4103940,David Douglas SD 40,Elementary,15663.94977,580.2261905,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.950439855,44470
Menlo Park Elementary School,4.10394E+11,4103940,David Douglas SD 40,Elementary,17348.17937,441.7291667,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.69,44470
Mill Park Elementary School,4.10394E+11,4103940,David Douglas SD 40,Elementary,16998.44433,482.2138281,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.967357287,44470
Ron Russell Middle School,4.10394E+11,4103940,David Douglas SD 40,Middle,17263.86222,813.8665681,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.81,44470
Ventura Park Elementary School,4.10394E+11,4103940,David Douglas SD 40,Elementary,18324.8997,376.2053571,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.67,44470
West Powellhurst Elementary School,4.10394E+11,4103940,David Douglas SD 40,Elementary,16907.60175,391.8988095,-0.74141723,0.18664224,0.082462355,0.23210117,Urban,0.84,44470
Dayton Grade School,4.10399E+11,4103990,Dayton SD 8,Elementary,6629.221997,439.6549708,0.36806631,0.16923778,0.056369495,0.13859969,Town,0.953008014,59391
Dayton High School,4.10399E+11,4103990,Dayton SD 8,High,26632.23332,320.7376309,0.36806631,0.16923778,0.056369495,0.13859969,Town,0.976359295,59391
Dayton Jr High School,4.10399E+11,4103990,Dayton SD 8,Middle,6039.027162,247.9581009,0.36806631,0.16923778,0.056369495,0.13859969,Town,0.966145606,59391
Dayville School,4.10402E+11,4104020,Dayville SD 16J,High,33097.56241,43.11688312,0.38240746,0.20129485,0.063769139,0.083919838,Rural,0.53,40876
Days Creek Charter School,4.10396E+11,4103960,Douglas County SD 15,High,22038.22155,191.2540793,-0.18420765,0.20138103,0.07449156,0.1563427,Rural,0.71,41478
Eastwood Elementary School,4.11071E+11,4110710,Douglas County SD 4,Elementary,11600.76242,406.5174811,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.7,44929
Fir Grove Elementary School,4.11071E+11,4110710,Douglas County SD 4,Elementary,12395.42977,320.0962872,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.74,44929
Fullerton IV Elementary School,4.11071E+11,4110710,Douglas County SD 4,Elementary,11933.641,359.2233455,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.63,44929
Green Elementary School,4.11071E+11,4110710,Douglas County SD 4,Elementary,12014.88789,276.3915824,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.62,44929
Hucrest Elementary School,4.11071E+11,4110710,Douglas County SD 4,Elementary,10090.49993,471.4891624,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.34,44929
John C Fremont Middle School,4.11071E+11,4110710,Douglas County SD 4,Middle,11626.63334,733.7625387,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.56,44929
Joseph Lane Middle School,4.11071E+11,4110710,Douglas County SD 4,Middle,11561.39196,674.667403,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.57,44929
Melrose Elementary School,4.11071E+11,4110710,Douglas County SD 4,Elementary,10691.62547,349.3812728,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.28,44929
Phoenix School,4.11071E+11,4110710,Douglas County SD 4,High,3552.398834,181.7476054,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.62,44929
Rose School,4.11071E+11,4110710,Douglas County SD 4,High,22044.50201,51.29532164,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.6,44929
Roseburg High School,4.11071E+11,4110710,Douglas County SD 4,High,13302.66373,1456.031119,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.38,44929
Sunnyslope Elementary School,4.11071E+11,4110710,Douglas County SD 4,Elementary,12976.91877,276.6965625,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.72,44929
Winchester Elementary,4.11071E+11,4110710,Douglas County SD 4,Elementary,12757.88368,324.9598256,-0.19485398,0.20592786,0.08601515,0.17079175,Town,0.63,44929
Dufur School,4.10441E+11,4104410,Dufur SD 29,High,16753.43628,332.4627532,0.48431873,0.2182093,0.042201467,0.12243401,Rural,0.980861625,51546
Crater Lake Charter Academy,4.1045E+11,4104500,Eagle Point SD 9,High,5024.590228,294.0750257,-0.15058519,0.14084633,0.075459965,0.16342905,Suburb,0.54,49895
Eagle Point High School,4.1045E+11,4104500,Eagle Point SD 9,High,14985.67231,1018.694215,-0.15058519,0.14084633,0.075459965,0.16342905,Suburb,0.62,49895
Eagle Point Middle School,4.1045E+11,4104500,Eagle Point SD 9,Middle,11335.07952,427.7980033,-0.15058519,0.14084633,0.075459965,0.16342905,Suburb,0.54,49895
Eagle Rock Elementary School,4.1045E+11,4104500,Eagle Point SD 9,Elementary,12254.05417,323.542521,-0.15058519,0.14084633,0.075459965,0.16342905,Suburb,0.55,49895
Hillside Elementary,4.1045E+11,4104500,Eagle Point SD 9,Elementary,11675.71671,489.2882327,-0.15058519,0.14084633,0.075459965,0.16342905,Suburb,0.952847794,49895
Lake Creek Learning Center,4.1045E+11,4104500,Eagle Point SD 9,Elementary,15401.54596,46.55294118,-0.15058519,0.14084633,0.075459965,0.16342905,Suburb,0.4,49895
Shady Cove School,4.1045E+11,4104500,Eagle Point SD 9,Middle,14103.39293,262.2095191,-0.15058519,0.14084633,0.075459965,0.16342905,Suburb,0.949733238,49895
