schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,baplusavgall,unempavgall,snapavgall,locale,frpl,inc50avgall
Logos Public Charter School,4.10804E+11,4108040,Medford SD 549C,High,6201.04555,967.7015539,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.18,47437
Lone Pine Elementary School,4.10804E+11,4108040,Medford SD 549C,Elementary,13241.14021,592.6231909,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.33,47437
Madrone Trail Public Charter School,4.10804E+11,4108040,Medford SD 549C,Middle,7222.896499,220.1773167,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.36,47437
McLoughlin Middle School,4.10804E+11,4108040,Medford SD 549C,Middle,14426.09233,883.8600429,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.961943969,47437
North Medford High School,4.10804E+11,4108040,Medford SD 549C,High,14628.56827,1590.343019,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.45,47437
Oak Grove Elementary School,4.10804E+11,4108040,Medford SD 549C,Elementary,13317.47348,544.8199162,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.957848013,47437
Roosevelt Elementary School,4.10804E+11,4108040,Medford SD 549C,Elementary,14628.13701,407.8140347,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.984467484,47437
Ruch Outdoor Community School,4.10804E+11,4108040,Medford SD 549C,Middle,15049.91812,223.6295669,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.004966054,47437
South Medford High School,4.10804E+11,4108040,Medford SD 549C,High,13469.89884,1756.620497,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.48,47437
The Valley School of Southern Oregon,4.10804E+11,4108040,Medford SD 549C,Middle,6507.017025,119.4208056,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.18,47437
Washington Elementary School,4.10804E+11,4108040,Medford SD 549C,Elementary,14938.62654,381.5750165,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.94752861,47437
Wilson Elementary School,4.10804E+11,4108040,Medford SD 549C,Elementary,13175.46206,530.6531599,-0.15868708,0.24663597,0.072787784,0.17586739,Urban,0.986358269,47437
Central Middle School,4.10816E+11,4108160,Milton-Freewater Unified SD 7,Middle,12067.7919,406.3454404,-0.76756608,0.12868938,0.10522015,0.21096806,Suburb,0.953031931,44189
Ferndale Elementary School,4.10816E+11,4108160,Milton-Freewater Unified SD 7,Elementary,12797.15329,277.1584309,-0.76756608,0.12868938,0.10522015,0.21096806,Suburb,0.00667259,44189
Gib Olinger Elementary School,4.10816E+11,4108160,Milton-Freewater Unified SD 7,Elementary,12970.41656,529.4765589,-0.76756608,0.12868938,0.10522015,0.21096806,Suburb,0.982187802,44189
McLoughlin High School,4.10816E+11,4108160,Milton-Freewater Unified SD 7,High,13741.02023,500.3688276,-0.76756608,0.12868938,0.10522015,0.21096806,Suburb,0.99692086,44189
Mitchell School,4.10828E+11,4108280,Mitchell SD 55,High,39751.56791,45.34376238,0.15319881,0.13255024,0.059912294,0.09304639,Rural,0.39,33962
Clarkes Elementary School,4.10831E+11,4108310,Molalla River SD 35,Elementary,11594.50746,172.2588287,0.45326206,0.16279936,0.070438974,0.096140608,Town,0.28,59825
Molalla Elementary School,4.10831E+11,4108310,Molalla River SD 35,Elementary,12319.72688,425.0587554,0.45326206,0.16279936,0.070438974,0.096140608,Town,0.59,59825
Molalla High School,4.10831E+11,4108310,Molalla River SD 35,High,13456.8508,733.0317233,0.45326206,0.16279936,0.070438974,0.096140608,Town,0.32,59825
Molalla River Academy,4.10831E+11,4108310,Molalla River SD 35,Middle,5025.39493,206.1787324,0.45326206,0.16279936,0.070438974,0.096140608,Town,0.003825876,59825
Molalla River Middle School,4.10831E+11,4108310,Molalla River SD 35,Middle,11425.94611,524.518087,0.45326206,0.16279936,0.070438974,0.096140608,Town,0.42,59825
Mulino Elementary School,4.10831E+11,4108310,Molalla River SD 35,Elementary,11443.44261,291.7262481,0.45326206,0.16279936,0.070438974,0.096140608,Town,0.31,59825
Renaissance Public Academy,4.10831E+11,4108310,Molalla River SD 35,High,5025.39493,94.89927887,0.45326206,0.16279936,0.070438974,0.096140608,Town,0.003825876,59825
Rural Dell Elementary School,4.10831E+11,4108310,Molalla River SD 35,Elementary,11258.94611,253.5240964,0.45326206,0.16279936,0.070438974,0.096140608,Town,0.41,59825
Monroe Grade School,4.10843E+11,4108430,Monroe SD 1J,Middle,14738.12736,258.8516129,0.50834018,0.24890862,0.070214383,0.10821174,Rural,0.45,56155
Monroe High School,4.10843E+11,4108430,Monroe SD 1J,High,21674.99065,112.6740223,0.50834018,0.24890862,0.070214383,0.10821174,Rural,0.34,56155
Monument School,4.10846E+11,4108460,Monument SD 8,High,31035.07725,50.4410834,0.16192563,0.12805171,0.057985123,0.093991011,Rural,0.39,33642
A C Houghton Elementary School,4.10852E+11,4108520,Morrow SD 1,Elementary,14455.83703,257.9721455,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.974251854,48482
Heppner Elementary School,4.10852E+11,4108520,Morrow SD 1,Elementary,14645.3913,172.4558444,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.38,48482
Heppner Junior/Senior High School,4.10852E+11,4108520,Morrow SD 1,High,19578.52018,166.5306122,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.37,48482
Irrigon Elementary School,4.10852E+11,4108520,Morrow SD 1,Elementary,14039.07823,215.8612373,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.969601829,48482
Irrigon Junior/Senior High School,4.10852E+11,4108520,Morrow SD 1,High,14092.99755,367.1070493,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.64,48482
Morrow Education Center,4.10852E+11,4108520,Morrow SD 1,High,5165.650813,51.59397023,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.989852516,48482
Riverside Junior/Senior High School,4.10852E+11,4108520,Morrow SD 1,High,14590.57095,406.9688563,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.71,48482
Sam Boardman Elementary School,4.10852E+11,4108520,Morrow SD 1,Elementary,14261.85958,332.2883761,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.985441806,48482
Windy River Elementary School,4.10852E+11,4108520,Morrow SD 1,Elementary,12665.68798,288.2567568,-0.184073,0.10503937,0.06387604,0.15708011,Town,0.997230217,48482
John F Kennedy High School,4.10855E+11,4108550,Mt Angel SD 91,High,18300.37676,175.528255,0.33002788,0.23373142,0.017734293,0.12993549,Town,0.59,48304
Mt Angel Middle School,4.10855E+11,4108550,Mt Angel SD 91,Middle,12323.22517,193.2364574,0.33002788,0.23373142,0.017734293,0.12993549,Town,0.58,48304
St Marys Public School,4.10855E+11,4108550,Mt Angel SD 91,Elementary,12741.10499,360.4392803,0.33002788,0.23373142,0.017734293,0.12993549,Town,0.53,48304
Myrtle Crest School,4.10064E+11,4100640,Myrtle Point SD 41,Elementary,15002.81388,303.1422644,-0.72227412,0.15947741,0.086965106,0.20670731,Rural,0.948285528,36295
Myrtle Point High School,4.10064E+11,4100640,Myrtle Point SD 41,High,19689.92726,215.6670678,-0.72227412,0.15947741,0.086965106,0.20670731,Rural,0.994830488,36295
Garibaldi Elementary School,4.10865E+11,4108650,Neah-Kah-Nie SD 56,Elementary,21023.91635,165.9856718,0.36978334,0.2326571,0.053140439,0.10847171,Rural,0.49,43964
Neah-Kah-Nie High School,4.10865E+11,4108650,Neah-Kah-Nie SD 56,High,23898.90985,211.7732812,0.36978334,0.2326571,0.053140439,0.10847171,Rural,0.42,43964
Neah-Kah-Nie Middle School,4.10865E+11,4108650,Neah-Kah-Nie SD 56,Middle,17162.75345,214.477964,0.36978334,0.2326571,0.053140439,0.10847171,Rural,0.49,43964
Nehalem Elementary School,4.10865E+11,4108650,Neah-Kah-Nie SD 56,Elementary,18818.83273,191.4594486,0.36978334,0.2326571,0.053140439,0.10847171,Rural,0.52,43964
Nestucca High School,4.1087E+11,4108700,Nestucca Valley SD 101J,High,21479.25752,223.69334,0.26806074,0.21990751,0.041573804,0.11779463,Rural,0.67,41255
Nestucca Valley Elementary,4.1087E+11,4108700,Nestucca Valley SD 101J,Elementary,16649.02991,258.8192774,0.26806074,0.21990751,0.041573804,0.11779463,Rural,0.970927635,41255
Antonia Crater Elementary School,4.10872E+11,4108720,Newberg SD 29J,Elementary,11033.82349,453.7202381,0.673742,0.32374921,0.051408,0.099552214,Town,0.26,63576
Chehalem Valley Middle School,4.10872E+11,4108720,Newberg SD 29J,Middle,11134.02268,601.8486621,0.673742,0.32374921,0.051408,0.099552214,Town,0.37,63576
Dundee Elementary School,4.10872E+11,4108720,Newberg SD 29J,Elementary,14449.93609,258.3021952,0.673742,0.32374921,0.051408,0.099552214,Town,0.31,63576
Edwards Elementary School,4.10872E+11,4108720,Newberg SD 29J,Elementary,11780.63778,562.3809524,0.673742,0.32374921,0.051408,0.099552214,Town,0.973170609,63576
Ewing Young Elementary School,4.10872E+11,4108720,Newberg SD 29J,Elementary,11182.40502,184.8511905,0.673742,0.32374921,0.051408,0.099552214,Town,0.25,63576
Joan Austin Elementary School,4.10872E+11,4108720,Newberg SD 29J,Elementary,13984.93301,304.0852381,0.673742,0.32374921,0.051408,0.099552214,Town,0.43,63576
Mabel Rush Elementary School,4.10872E+11,4108720,Newberg SD 29J,Elementary,11754.78293,445.5416667,0.673742,0.32374921,0.051408,0.099552214,Town,0.35,63576
Mountain View Middle School,4.10872E+11,4108720,Newberg SD 29J,Middle,10613.24349,521.4163481,0.673742,0.32374921,0.051408,0.099552214,Town,0.48,63576
Newberg Senior High School,4.10872E+11,4108720,Newberg SD 29J,High,11267.19197,1553.02341,0.673742,0.32374921,0.051408,0.099552214,Town,0.4,63576
Hillcrest Elementary School,4.10882E+11,4108820,North Bend SD 13,Elementary,11813.32562,458.2210178,-0.29177657,0.19333082,0.076501049,0.17727436,Town,0.59,43365
North Bay Elementary School,4.10882E+11,4108820,North Bend SD 13,Elementary,10692.228,503.9922429,-0.29177657,0.19333082,0.076501049,0.17727436,Town,0.59,43365
North Bend Middle School,4.10882E+11,4108820,North Bend SD 13,Middle,11249.57732,549.1461407,-0.29177657,0.19333082,0.076501049,0.17727436,Town,0.48,43365
North Bend Senior High School,4.10882E+11,4108820,North Bend SD 13,High,14002.74671,770.0722876,-0.29177657,0.19333082,0.076501049,0.17727436,Town,0.39,43365
Oregon Virtual Academy,4.10882E+11,4108820,North Bend SD 13,High,2844.666917,1944.459463,-0.29177657,0.19333082,0.076501049,0.17727436,Town,0.65,43365
Alder Creek Middle School,4.10883E+11,4108830,North Clackamas SD 12,Middle,15698.06478,951.9234251,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.51,62523
Ardenwald Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,17916.43749,422.8082333,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.48,62523
Bilquist Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,16614.22169,434.8161072,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.52,62523
Cascade Heights Public Charter School,4.10883E+11,4108830,North Clackamas SD 12,Middle,9583.212258,216.8892739,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.14,62523
Clackamas High School,4.10883E+11,4108830,North Clackamas SD 12,High,15880.67612,2489.497652,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.25,62523
Clackamas Middle College,4.10883E+11,4108830,North Clackamas SD 12,High,9583.212258,294.0746427,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.32,62523
Clackamas Web Academy,4.10883E+11,4108830,North Clackamas SD 12,High,9583.212258,459.8561451,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.23,62523
El Puente,4.10883E+11,4108830,North Clackamas SD 12,Elementary,15205.10144,293.884048,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.56,62523
Happy Valley Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,15452.47279,443.9902802,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.12,62523
Happy Valley Middle School,4.10883E+11,4108830,North Clackamas SD 12,Middle,9583.212258,1142.751314,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.21,62523
Lewelling Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,16824.16334,349.9166381,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.66,62523
Linwood Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,9583.212258,303.284627,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.66,62523
Milwaukie Academy of the Arts,4.10883E+11,4108830,North Clackamas SD 12,High,17715.3638,291.7155462,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.34,62523
Milwaukie Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,34706.7184,158.3402474,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.39,62523
Milwaukie High School,4.10883E+11,4108830,North Clackamas SD 12,High,18011.81291,795.1238763,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.63,62523
Mount Scott Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,15919.82736,379.0661548,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.3,62523
New Urban High School,4.10883E+11,4108830,North Clackamas SD 12,High,24303.21884,134.7687719,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.972236332,62523
Oak Grove Elementary,4.10883E+11,4108830,North Clackamas SD 12,Elementary,17288.34502,334.1528796,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.58,62523
Oregon Trail Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,14759.02497,584.6323042,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.26,62523
Putnam High School,4.10883E+11,4108830,North Clackamas SD 12,High,15729.54506,1128.961527,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.44,62523
Riverside Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,16217.08296,415.9955617,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.52,62523
Rock Creek Middle School,4.10883E+11,4108830,North Clackamas SD 12,Middle,9583.212258,908.132153,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.36,62523
Rowe Middle School,4.10883E+11,4108830,North Clackamas SD 12,Middle,15814.54632,781.8918295,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.67,62523
Scouters Mountain Elementary,4.10883E+11,4108830,North Clackamas SD 12,Elementary,9583.212258,534.1266424,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.17,62523
Sojourner School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,16265.2418,163.5935733,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.11,62523
Spring Mountain Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,15601.29838,528.1310183,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.22,62523
Sunnyside Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,15805.81705,544.3810177,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.35,62523
Verne A Duncan Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,9583.212258,620.6267931,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.34,62523
View Acres Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,15905.3091,435.1376367,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.34,62523
Whitcomb Elementary School,4.10883E+11,4108830,North Clackamas SD 12,Elementary,17706.98652,407.0708448,0.51968557,0.30169681,0.064952835,0.10768272,Suburb,0.957934766,62523
North Douglas Elementary School,4.10435E+11,4104350,North Douglas SD 22,Middle,13097.2174,249.0317919,-0.23942797,0.10403727,0.074379116,0.14988588,Rural,0.61,44023
North Douglas High School,4.10435E+11,4104350,North Douglas SD 22,High,21449.25748,79.5433526,-0.23942797,0.10403727,0.074379116,0.14988588,Rural,0.5,44023
North Lake School,4.1114E+11,4111400,North Lake SD 14,High,18878.16203,224.5966707,-0.58153325,0.09773194,0.057695817,0.18841065,Rural,0.7,28570
North Marion High School,4.10888E+11,4108880,North Marion SD 15,High,14351.65505,602.5764706,0.38518822,0.19484462,0.068885818,0.10931203,Rural,0.49,58280
North Marion Intermediate School,4.10888E+11,4108880,North Marion SD 15,Elementary,12408.91821,406.1117647,0.38518822,0.19484462,0.068885818,0.10931203,Rural,0.61,58280
North Marion Middle School,4.10888E+11,4108880,North Marion SD 15,Middle,12391.0187,477.9176471,0.38518822,0.19484462,0.068885818,0.10931203,Rural,0.59,58280
North Marion Primary School,4.10888E+11,4108880,North Marion SD 15,Elementary,12794.08008,379.6712454,0.38518822,0.19484462,0.068885818,0.10931203,Rural,0.57,58280
North Powder Charter School,4.10894E+11,4108940,North Powder SD 8J,High,17369.91885,273.4280576,-0.10123181,0.22706576,0.063261352,0.1462674,Rural,0.6,40784
Mari-Linn Elementary School,4.10002E+11,4100020,North Santiam SD 29J,Middle,11165.22423,212.2942547,0.3178792,0.16191572,0.054215882,0.13492572,Town,0.56,59810
Stayton Elementary School,4.10002E+11,4100020,North Santiam SD 29J,Elementary,12650.40721,364.1067599,0.3178792,0.16191572,0.054215882,0.13492572,Town,0.67,59810
Stayton High School,4.10002E+11,4100020,North Santiam SD 29J,High,14403.72369,697.3959188,0.3178792,0.16191572,0.054215882,0.13492572,Town,0.45,59810
Stayton Middle School,4.10002E+11,4100020,North Santiam SD 29J,Middle,11170.3205,594.1450323,0.3178792,0.16191572,0.054215882,0.13492572,Town,0.62,59810
Sublimity Elementary School,4.10002E+11,4100020,North Santiam SD 29J,Middle,12041.5936,369.9180305,0.3178792,0.16191572,0.054215882,0.13492572,Town,0.22,59810
Chenowith Elementary School,4.10005E+11,4100048,North Wasco County SD 21,Elementary,13975.96271,447.6433002,-0.027835406,0.21682703,0.054765984,0.17523928,Town,0.945937246,46246
Colonel Wright Elementary School,4.10005E+11,4100048,North Wasco County SD 21,Elementary,14189.53163,326.1120494,-0.027835406,0.21682703,0.054765984,0.17523928,Town,0.946021425,46246
Dry Hollow Elementary School,4.10005E+11,4100048,North Wasco County SD 21,Elementary,13657.79783,452.3970524,-0.027835406,0.21682703,0.054765984,0.17523928,Town,0.983348403,46246
Mosier Community School,4.10005E+11,4100048,North Wasco County SD 21,Middle,5754.119002,198.8333595,-0.027835406,0.21682703,0.054765984,0.17523928,Town,0.43,46246
The Dalles High School,4.10005E+11,4100048,North Wasco County SD 21,High,15768.2096,791.7822444,-0.027835406,0.21682703,0.054765984,0.17523928,Town,0.49,46246
The Dalles Middle School,4.10005E+11,4100048,North Wasco County SD 21,Middle,13032.26232,600.7049175,-0.027835406,0.21682703,0.054765984,0.17523928,Town,0.986188951,46246
Wahtonka Community School,4.10005E+11,4100048,North Wasco County SD 21,High,4163.876998,57.30602751,-0.027835406,0.21682703,0.054765984,0.17523928,Town,0.954879871,46246
Nyssa Elementary School,4.109E+11,4109000,Nyssa SD 26,Elementary,13255.10688,581.5308642,-0.81921655,0.093404643,0.097065806,0.22103012,Town,0.97333348,42517
Nyssa High School,4.109E+11,4109000,Nyssa SD 26,High,15709.73801,336.5123457,-0.81921655,0.093404643,0.097065806,0.22103012,Town,0.995926387,42517
Nyssa Middle School,4.109E+11,4109000,Nyssa SD 26,Middle,16075.57878,261.2160494,-0.81921655,0.093404643,0.097065806,0.22103012,Town,0.98055376,42517
Lincoln Middle School,4.10912E+11,4109120,Oakland SD 1,Middle,12490.85088,206.5347222,-0.47329256,0.12097356,0.086031951,0.16787763,Rural,0.4,44463
Oakland Elementary School,4.10912E+11,4109120,Oakland SD 1,Elementary,12301.90674,204.5003571,-0.47329256,0.12097356,0.086031951,0.16787763,Rural,0.41,44463
Oakland High School,4.10912E+11,4109120,Oakland SD 1,High,16383.20227,196.0955263,-0.47329256,0.12097356,0.086031951,0.16787763,Rural,0.3,44463
Oakridge Elementary School,4.10915E+11,4109150,Oakridge SD 76,Elementary,11852.37491,326.9245208,-1.2895631,0.1486939,0.095619775,0.24843095,Town,0.984777382,37414
Oakridge High School,4.10915E+11,4109150,Oakridge SD 76,High,21805.38981,134.1202222,-1.2895631,0.1486939,0.095619775,0.24843095,Town,0.62,37414
Oakridge Junior High School,4.10915E+11,4109150,Oakridge SD 76,Middle,13496.82187,105.2876712,-1.2895631,0.1486939,0.095619775,0.24843095,Town,0.87,37414
Aiken Elementary School,4.10927E+11,4109270,Ontario SD 8C,Elementary,12669.98123,286.7727273,-0.92615753,0.12973277,0.084290676,0.23294201,Town,0.954963942,39779
Alameda Elementary School,4.10927E+11,4109270,Ontario SD 8C,Elementary,12747.80781,386.1704545,-0.92615753,0.12973277,0.084290676,0.23294201,Town,0.95069741,39779
Cairo Elementary School,4.10927E+11,4109270,Ontario SD 8C,Elementary,14162.31096,142.6534091,-0.92615753,0.12973277,0.084290676,0.23294201,Town,0.998232963,39779
May Roberts Elementary School,4.10927E+11,4109270,Ontario SD 8C,Elementary,13364.2271,381.3068182,-0.92615753,0.12973277,0.084290676,0.23294201,Town,0.962610062,39779
Ontario High School,4.10927E+11,4109270,Ontario SD 8C,High,15316.59421,653.3978276,-0.92615753,0.12973277,0.084290676,0.23294201,Town,0.962372817,39779
Ontario Middle School,4.10927E+11,4109270,Ontario SD 8C,Middle,14255.47322,349.7173052,-0.92615753,0.12973277,0.084290676,0.23294201,Town,0.998664937,39779
Pioneer Elementary School,4.10927E+11,4109270,Ontario SD 8C,Elementary,13796.7189,127.5340909,-0.92615753,0.12973277,0.084290676,0.23294201,Town,0.954649782,39779
Alliance Charter Academy,4.10933E+11,4109330,Oregon City SD 62,High,5574.645925,367.8647043,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.69,66418
Beavercreek Elementary School,4.10933E+11,4109330,Oregon City SD 62,Elementary,11510.27833,534.8040504,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.29,66418
Candy Lane Elementary School,4.10933E+11,4109330,Oregon City SD 62,Elementary,13157.1834,199.30625,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.54,66418
Clackamas Academy of Industrial Sciences,4.10933E+11,4109330,Oregon City SD 62,High,16996.72473,178.7103656,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.21,66418
Gaffney Lane Elementary School,4.10933E+11,4109330,Oregon City SD 62,Elementary,11674.52235,537.9201433,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.35,66418
Gardiner Middle School,4.10933E+11,4109330,Oregon City SD 62,Middle,12477.68744,834.2335684,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.35,66418
Holcomb Elementary School,4.10933E+11,4109330,Oregon City SD 62,Elementary,11191.22862,569.366379,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.46,66418
Jennings Lodge Elementary School,4.10933E+11,4109330,Oregon City SD 62,Elementary,12299.30638,232.9486863,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.48,66418
John McLoughlin Elementary School,4.10933E+11,4109330,Oregon City SD 62,Elementary,11032.12458,633.7024182,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.18,66418
Ogden Middle School,4.10933E+11,4109330,Oregon City SD 62,Middle,12041.7142,879.4741434,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.33,66418
Oregon City Senior High School,4.10933E+11,4109330,Oregon City SD 62,High,13974.31523,1937.472543,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.26,66418
Oregon City Service Learning Academy,4.10933E+11,4109330,Oregon City SD 62,High,5574.645925,165.3516465,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.46,66418
Redland Elementary School,4.10933E+11,4109330,Oregon City SD 62,Elementary,11634.73859,543.9217108,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.33,66418
Springwater Environmental Sciences School,4.10933E+11,4109330,Oregon City SD 62,Middle,5574.645925,198.1733781,0.61127239,0.25446796,0.059646953,0.10073183,Suburb,0.003333111,66418
Boring Middle School,4.11089E+11,4110890,Oregon Trail SD 46,Middle,10220.19381,448.2018545,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.34,63031
Cedar Ridge Middle School,4.11089E+11,4110890,Oregon Trail SD 46,Middle,13426.89714,410.0075833,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.41,63031
Firwood Elementary School,4.11089E+11,4110890,Oregon Trail SD 46,Elementary,12424.71938,426.9520116,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.41,63031
Kelso Elementary School,4.11089E+11,4110890,Oregon Trail SD 46,Elementary,12547.13173,350.7380952,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.29,63031
Naas Elementary School,4.11089E+11,4110890,Oregon Trail SD 46,Elementary,13329.12922,392.447681,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.4,63031
Oregon Trail  Academy,4.11089E+11,4110890,Oregon Trail SD 46,High,3975.675758,270.4285714,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.14,63031
Sandy Grade School,4.11089E+11,4110890,Oregon Trail SD 46,Elementary,11819.91007,361.0548954,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.52,63031
Sandy High School,4.11089E+11,4110890,Oregon Trail SD 46,High,12814.47375,1355.911912,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.32,63031
Welches Elementary School,4.11089E+11,4110890,Oregon Trail SD 46,Elementary,11753.3574,214.3356666,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.4,63031
Welches Middle School,4.11089E+11,4110890,Oregon Trail SD 46,Middle,13217.05841,101.30322,0.72323388,0.20492196,0.050730452,0.092934012,Suburb,0.4,63031
Parkrose High School,4.10948E+11,4109480,Parkrose SD 3,High,14334.48135,932.201305,-0.017463993,0.23987703,0.064292729,0.1445438,Urban,0.63,53443
Parkrose Middle School,4.10948E+11,4109480,Parkrose SD 3,Middle,12123.65312,753.6661555,-0.017463993,0.23987703,0.064292729,0.1445438,Urban,0.945607996,53443
Prescott Elementary School,4.10948E+11,4109480,Parkrose SD 3,Elementary,14835.02839,311.7310559,-0.017463993,0.23987703,0.064292729,0.1445438,Urban,0.954444189,53443
Russell Elementary,4.10948E+11,4109480,Parkrose SD 3,Elementary,13563.4347,377.4700599,-0.017463993,0.23987703,0.064292729,0.1445438,Urban,0.58,53443
Sacramento Elementary School,4.10948E+11,4109480,Parkrose SD 3,Elementary,13916.41977,319.0843373,-0.017463993,0.23987703,0.064292729,0.1445438,Urban,0.6,53443
Shaver Elementary School,4.10948E+11,4109480,Parkrose SD 3,Elementary,12858.90481,330.3674699,-0.017463993,0.23987703,0.064292729,0.1445438,Urban,0.95436066,53443
Hawthorne Alternative High School,4.10951E+11,4109510,Pendleton SD 16,High,2857.921432,48.77225373,-0.32320103,0.18888557,0.079414174,0.20185558,Town,0.004423227,49947
McKay Creek Elementary School,4.10951E+11,4109510,Pendleton SD 16,Elementary,12573.92042,267.8251534,-0.32320103,0.18888557,0.079414174,0.20185558,Town,0.41,49947
Nixyaawii Community School,4.10951E+11,4109510,Pendleton SD 16,High,3045.609422,75.83580616,-0.32320103,0.18888557,0.079414174,0.20185558,Town,0.77,49947
Pendleton Early Learning Center,4.10951E+11,4109510,Pendleton SD 16,Early Ed,14231.92419,248.5491775,-0.32320103,0.18888557,0.079414174,0.20185558,Town,0.64,49947
Pendleton High School,4.10951E+11,4109510,Pendleton SD 16,High,13433.6985,810.0623189,-0.32320103,0.18888557,0.079414174,0.20185558,Town,0.4,49947
Sherwood Heights Elementary School,4.10951E+11,4109510,Pendleton SD 16,Elementary,12108.46634,442.2025451,-0.32320103,0.18888557,0.079414174,0.20185558,Town,0.71,49947
